Region,Crop_Type,Rainfall_mm,Temperature_C,Humidity_%,Soil_pH,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Area_hectare,Crop_Yield_ton_per_hectare
East,Rice,587.06,30.57,36.22,5.39,152.87,7.79,0.55,25.81
North,Maize,969.81,33.26,46.6,4.56,103.1,1.44,9.45,25.74
South,Wheat,888.92,19.47,31.08,7.21,98.83,8.5,8.14,19.6
Central,Maize,1982.91,30.69,65.95,6.15,282.89,9.84,11.74,36.12
South,Maize,1954.17,34.21,37.62,6.48,72.82,7.72,18.77,26.99
South,Cotton,1579.08,18.37,37.69,7.31,225.57,9.42,6.73,20.22
North,Wheat,1726.29,19.74,67.43,4.53,272.39,9.87,5.97,29.05
West,Cotton,806.17,30.9,71.72,5.68,152.25,2.47,3.67,30.87
South,Maize,1260.28,23.51,35.55,5.26,127.68,2.13,3.64,17.74
East,Rice,1997.59,30.49,59.04,5.59,174.58,1.17,11.44,36.53
West,Wheat,917.14,26.62,35.47,4.69,207.0,2.38,9.42,25.46
Central,Wheat,1977.91,26.27,34.76,6.39,217.26,9.65,7.83,26.2
North,Sugarcane,701.21,26.17,68.1,6.54,229.04,1.47,14.36,23.71
Central,Rice,1392.23,23.49,74.67,6.34,211.89,9.67,18.48,26.77
West,Rice,1651.1,25.44,45.96,5.27,137.46,2.61,8.48,28.67
West,Maize,1349.09,15.89,54.82,7.2,277.03,7.55,2.71,16.87
West,Maize,894.25,22.91,60.67,6.4,51.23,8.81,9.05,17.76
Central,Maize,1702.37,22.91,82.41,8.08,265.46,7.17,17.61,27.65
West,Sugarcane,722.79,29.42,68.23,6.67,131.2,4.74,15.89,21.62
Central,Rice,1088.46,30.93,81.38,4.83,50.5,7.85,7.19,24.51
West,Cotton,847.58,25.95,44.03,5.5,192.91,1.48,18.02,20.11
East,Rice,1192.63,17.61,61.37,6.03,126.15,4.87,14.85,16.92
West,Cotton,1019.86,36.61,71.07,7.31,114.36,7.71,8.18,24.21
Central,Wheat,686.56,35.34,43.56,4.68,114.14,5.78,7.87,26.4
South,Cotton,1587.02,29.33,40.09,8.01,296.12,6.26,6.13,33.97
West,Wheat,682.59,26.4,69.32,5.95,230.97,6.32,3.1,20.76
South,Maize,1273.03,35.8,40.21,8.19,263.15,4.73,5.61,33.86
East,Rice,1687.33,34.56,69.28,5.98,153.68,7.01,10.67,29.23
North,Maize,1173.23,30.21,44.94,7.58,281.74,1.41,0.88,30.85
East,Rice,1818.97,23.45,56.06,6.5,246.7,6.45,11.75,24.12
West,Cotton,1086.1,30.35,63.38,7.23,280.84,3.87,7.21,32.05
South,Rice,1953.13,16.67,52.93,5.09,251.74,3.37,13.13,18.01
South,Cotton,439.84,19.65,46.6,8.13,77.7,1.35,15.9,15.99
Central,Rice,1665.71,38.28,85.03,7.36,141.23,7.09,15.98,31.99
South,Wheat,1532.57,38.05,86.53,7.65,136.19,2.23,15.2,27.96
Central,Cotton,1377.71,24.39,41.2,6.27,178.7,1.75,15.5,23.37
North,Maize,873.77,21.4,83.47,8.02,253.02,4.27,5.37,23.52
West,Maize,1377.14,36.6,33.29,5.15,161.08,2.73,5.47,29.96
Central,Maize,1351.31,35.77,31.94,5.65,157.52,5.51,14.58,30.35
North,Maize,639.04,39.49,69.84,5.4,116.95,6.12,4.69,29.51
South,Wheat,1807.75,24.74,48.45,6.86,87.67,2.96,15.76,23.67
South,Wheat,1255.38,34.36,47.47,5.68,164.24,7.33,6.24,36.86
North,Sugarcane,542.49,30.57,55.4,8.26,110.06,9.0,18.08,24.71
South,Sugarcane,1026.51,17.46,40.78,5.02,95.86,6.74,19.19,11.36
North,Sugarcane,746.43,33.66,82.84,7.72,260.83,3.42,18.59,33.33
Central,Sugarcane,669.81,20.3,35.89,7.38,54.9,9.23,5.44,13.8
Central,Rice,1914.19,21.28,72.84,8.49,296.18,5.21,10.24,29.29
North,Cotton,1479.73,37.71,45.81,4.76,243.04,1.43,1.35,29.27
Central,Maize,882.54,24.72,63.38,7.38,232.23,5.34,0.67,26.25
Central,Rice,1485.36,35.72,63.38,5.63,250.1,6.37,13.34,36.21
Central,Wheat,1684.86,24.4,46.54,4.88,223.3,9.72,16.48,28.4
East,Maize,907.09,20.17,75.98,7.78,287.56,6.55,4.94,23.55
West,Cotton,1975.7,19.91,44.09,5.51,258.69,2.28,8.51,23.41
South,Cotton,1810.32,25.53,35.45,5.76,138.74,8.08,17.04,30.18
East,Wheat,1675.41,24.43,36.17,5.9,199.74,9.65,3.32,24.68
Central,Maize,1544.4,21.71,85.42,5.97,222.4,8.49,17.04,25.38
North,Sugarcane,461.98,24.05,58.19,6.83,125.44,7.77,2.78,19.1
Central,Maize,435.85,18.55,80.75,5.74,95.14,7.19,13.63,18.09
West,Maize,663.71,15.37,81.95,5.14,287.66,1.66,4.34,20.37
Central,Cotton,1867.08,29.66,70.53,6.55,270.21,3.93,18.86,35.87
North,Wheat,747.73,39.69,87.55,5.61,255.01,7.79,19.25,31.73
West,Maize,1521.82,21.7,71.97,7.07,209.26,7.18,2.9,26.48
Central,Rice,1967.84,21.85,72.9,7.7,130.15,6.95,9.57,18.05
West,Rice,1899.64,39.48,35.76,5.5,185.24,9.17,5.86,33.9
South,Wheat,1040.47,32.72,84.85,7.41,240.49,9.75,17.4,33.21
South,Sugarcane,1489.77,38.81,42.95,8.01,189.08,5.73,8.0,38.74
Central,Maize,1614.88,19.19,82.38,6.76,109.98,9.53,15.67,17.95
West,Maize,1279.23,17.0,73.87,6.55,66.39,5.77,16.18,19.97
North,Cotton,1236.85,20.12,68.86,4.51,256.27,7.77,3.41,22.44
Central,Maize,757.6,32.33,49.81,4.86,177.52,1.43,16.15,17.61
South,Sugarcane,1481.45,37.92,47.36,7.42,82.35,6.31,1.65,29.56
South,Maize,870.09,15.59,85.92,4.78,172.95,3.22,8.61,16.69
Central,Maize,893.77,28.51,68.3,6.0,92.02,4.82,17.95,27.43
West,Cotton,825.13,15.96,35.27,8.22,128.81,9.91,3.73,15.34
South,Rice,505.32,38.57,57.53,6.15,246.04,5.46,9.94,29.84
West,Rice,1749.84,23.36,82.55,7.18,207.54,7.84,17.83,22.54
South,Sugarcane,1780.9,34.86,55.57,5.4,156.82,9.15,5.72,32.04
South,Wheat,1558.01,20.07,69.19,5.87,190.7,3.84,17.39,25.96
East,Wheat,1884.39,25.04,77.15,8.21,177.25,4.92,9.51,21.78
South,Cotton,1410.13,32.31,36.08,7.02,278.44,1.14,2.13,27.95
North,Maize,1423.41,32.73,79.49,8.02,60.66,9.36,9.69,27.53
Central,Cotton,1820.29,37.07,67.88,6.54,253.93,8.72,0.86,39.27
Central,Rice,733.67,33.64,74.91,8.44,167.23,4.58,18.68,22.46
West,Sugarcane,1096.75,23.72,78.69,6.73,88.42,1.94,13.63,23.11
South,Wheat,1526.62,24.94,47.22,8.36,67.92,8.51,19.62,25.13
North,Maize,829.85,30.77,46.35,6.36,258.82,2.32,17.2,28.02
West,Wheat,765.8,27.44,48.92,7.28,154.13,1.66,2.11,18.74
East,Rice,1837.23,20.52,33.94,7.76,223.98,5.38,12.37,25.64
West,Maize,1993.61,26.75,59.93,5.32,285.97,9.32,3.74,34.64
West,Rice,1018.25,27.84,71.42,5.86,166.84,8.67,13.38,29.88
South,Wheat,778.57,28.75,44.98,8.46,122.87,1.93,16.1,22.95
East,Wheat,1047.14,18.01,66.94,7.53,63.22,6.52,16.08,12.59
West,Rice,886.16,22.27,43.25,4.87,258.59,5.63,18.22,23.87
North,Maize,1714.81,39.1,66.02,7.68,249.18,9.07,11.59,42.67
North,Rice,1841.54,38.16,32.68,7.97,126.83,6.69,8.28,32.93
Central,Maize,1025.47,20.03,31.7,7.46,68.22,5.22,4.0,15.66
East,Cotton,1359.32,27.77,61.06,5.63,291.23,2.16,8.16,25.67
East,Cotton,526.02,20.85,54.75,7.07,80.95,6.22,8.94,11.7
Central,Maize,1139.5,35.84,35.13,5.87,142.65,6.07,2.66,30.29
West,Rice,410.94,29.34,44.03,4.57,176.89,3.91,1.85,20.05
East,Maize,1473.75,36.0,64.73,4.9,167.38,9.67,12.08,37.12
North,Wheat,681.63,24.95,68.65,6.04,159.55,3.6,7.72,19.76
North,Rice,1804.87,23.88,68.67,7.82,107.66,6.31,4.04,24.49
South,Maize,1408.05,26.1,74.91,4.72,123.16,3.41,3.75,26.12
East,Wheat,1885.01,26.97,38.78,7.49,109.62,3.69,12.02,27.75
West,Sugarcane,1901.07,34.5,83.66,8.27,145.34,2.73,17.19,28.79
Central,Wheat,670.66,22.12,54.33,7.79,173.26,6.56,15.99,16.76
Central,Maize,1221.06,27.86,79.76,5.79,57.53,1.01,6.8,17.98
West,Rice,712.74,37.48,33.04,5.48,211.61,2.32,14.1,33.9
South,Rice,1125.02,25.09,52.39,6.59,214.82,1.69,9.56,25.48
Central,Cotton,1120.15,33.82,67.78,8.3,239.84,2.08,10.29,35.26
East,Maize,1577.2,18.2,49.69,4.57,194.19,6.06,19.7,23.57
South,Wheat,1961.8,17.5,73.23,5.6,116.69,5.03,10.48,20.33
East,Wheat,1406.35,22.72,41.07,4.94,239.48,3.02,16.18,25.65
North,Maize,1705.65,24.85,81.14,7.7,117.18,6.46,11.78,19.91
South,Wheat,1045.86,26.16,52.83,8.41,106.16,6.87,7.76,19.45
Central,Sugarcane,516.52,30.43,78.22,5.01,163.21,1.14,18.82,20.6
South,Cotton,1223.48,36.92,39.58,7.38,246.92,6.15,16.06,30.3
South,Rice,1846.29,19.15,82.28,7.93,95.52,5.91,18.88,26.59
South,Wheat,784.41,15.42,59.91,7.14,56.54,2.77,8.25,12.04
South,Sugarcane,820.58,35.75,37.56,8.39,185.84,4.58,8.26,30.03
East,Maize,567.66,18.84,74.89,6.39,110.65,2.55,17.16,16.64
North,Wheat,1994.91,15.37,87.72,7.81,189.19,3.83,13.75,24.36
West,Maize,1063.58,16.5,35.54,5.02,104.15,8.37,13.41,16.6
South,Sugarcane,878.2,33.54,74.65,5.04,123.54,8.7,17.65,24.11
Central,Sugarcane,1882.84,34.01,79.55,5.98,167.17,9.85,2.49,33.93
South,Rice,1697.99,20.31,39.77,6.26,135.97,6.66,9.77,23.61
Central,Maize,1803.15,22.58,73.41,5.23,164.48,4.84,18.58,22.49
East,Cotton,1920.66,27.26,81.29,5.28,84.35,1.25,15.75,25.73
Central,Rice,1770.86,21.52,40.97,8.13,60.09,3.52,16.3,22.75
West,Maize,1977.05,36.76,72.12,6.28,289.07,6.86,6.31,35.77
North,Maize,1422.95,22.15,85.67,7.58,266.26,1.33,19.48,29.4
Central,Sugarcane,785.43,31.33,58.02,8.45,191.78,4.21,3.93,23.32
Central,Sugarcane,667.41,17.55,81.99,4.58,186.82,1.99,18.28,20.68
North,Maize,1363.62,26.19,45.29,5.42,111.58,7.24,0.6,26.7
West,Sugarcane,974.21,16.19,33.71,8.08,226.37,6.54,2.42,23.83
South,Maize,609.99,26.64,72.78,6.36,100.43,7.29,15.11,18.4
Central,Maize,1675.62,15.03,76.69,8.39,278.42,6.47,17.21,23.72
North,Rice,959.66,15.53,73.16,6.15,215.26,2.09,12.67,13.48
East,Rice,1112.27,28.37,45.33,4.82,103.73,6.57,6.21,26.24
North,Cotton,1378.86,15.27,85.4,7.54,181.58,2.94,8.28,24.7
East,Rice,1043.19,35.09,40.38,5.73,271.73,4.88,10.95,33.15
West,Wheat,1786.03,22.36,69.5,5.62,83.27,6.26,17.84,18.78
South,Wheat,1971.87,17.95,50.38,4.51,179.6,2.21,5.19,18.24
North,Sugarcane,1016.43,27.73,67.78,7.47,61.16,5.55,13.0,19.45
Central,Wheat,685.4,34.58,55.25,5.29,269.73,9.98,11.82,28.84
West,Rice,845.0,37.26,42.74,6.25,104.3,5.25,12.43,26.69
North,Cotton,1478.33,34.44,35.94,6.06,272.08,8.43,14.67,27.96
Central,Maize,531.64,29.48,48.14,8.15,171.65,2.92,4.42,22.49
North,Cotton,1479.39,38.2,57.3,4.82,180.81,6.2,12.37,34.16
East,Rice,1244.25,26.21,64.19,5.36,152.7,2.1,16.32,26.48
North,Rice,472.57,32.08,50.58,8.19,284.78,6.58,19.57,31.82
North,Rice,1057.14,20.86,65.42,8.22,206.1,7.61,18.45,18.41
North,Sugarcane,768.92,25.34,83.25,5.19,253.39,4.51,18.79,19.86
West,Wheat,608.31,25.53,34.38,6.37,137.1,5.87,14.05,21.86
North,Rice,1905.44,15.6,48.84,5.07,192.46,8.59,8.04,25.58
Central,Maize,865.65,21.12,84.17,7.47,82.17,5.21,17.05,20.09
East,Wheat,1190.49,25.32,67.21,5.92,143.12,2.56,11.88,32.75
East,Wheat,1379.27,25.6,38.4,4.82,103.09,5.24,3.22,25.3
North,Sugarcane,1406.34,37.89,43.75,6.01,92.34,4.69,12.49,34.86
West,Cotton,1010.24,35.88,59.97,7.82,121.19,1.57,2.18,26.61
West,Wheat,831.23,27.36,70.64,6.54,168.71,1.26,18.94,22.71
Central,Wheat,1303.83,32.09,66.26,6.96,63.33,1.87,5.06,25.74
North,Rice,1671.47,23.8,61.03,5.78,278.41,9.86,4.88,30.18
East,Maize,1831.99,19.93,68.1,6.49,269.5,6.99,18.59,26.16
West,Rice,1346.38,19.44,55.48,7.45,106.17,2.17,9.23,22.57
North,Maize,1246.07,16.63,72.84,5.3,91.96,1.41,8.91,13.74
West,Wheat,1945.46,26.88,76.78,5.19,292.05,8.8,14.5,34.42
West,Maize,724.91,34.83,54.84,7.12,153.42,5.58,12.93,29.87
East,Rice,426.91,18.55,72.46,6.95,169.31,3.65,11.71,15.96
South,Rice,1188.03,33.07,74.49,7.07,265.17,6.63,16.06,34.83
Central,Cotton,492.69,27.17,73.99,7.92,129.68,2.36,12.92,21.97
Central,Sugarcane,494.71,22.92,78.72,8.26,132.07,3.7,19.46,18.61
East,Cotton,452.69,33.78,78.0,8.07,143.94,6.4,3.5,24.9
West,Wheat,1389.31,26.85,75.41,5.68,58.72,7.83,4.43,24.82
North,Maize,1401.27,28.03,48.57,5.95,184.08,9.43,6.65,24.92
West,Rice,809.09,19.69,73.31,6.04,271.95,6.45,15.49,19.48
East,Rice,1119.69,32.9,83.67,4.56,59.91,4.88,6.45,22.8
Central,Rice,1070.16,37.61,70.19,8.34,191.2,5.69,6.15,30.66
West,Rice,1188.71,16.7,60.96,4.88,246.42,1.57,6.6,22.87
Central,Wheat,719.22,22.37,47.73,4.63,100.75,5.4,5.2,19.39
North,Sugarcane,1700.38,18.23,48.8,6.09,148.72,3.59,12.64,23.81
Central,Cotton,861.09,15.97,52.97,7.16,131.23,4.05,6.06,16.15
Central,Cotton,922.75,17.2,78.0,6.81,76.1,2.22,17.05,13.27
South,Rice,1441.08,23.71,49.87,7.36,230.55,9.63,4.12,23.15
South,Rice,1970.46,28.75,80.85,8.01,156.13,4.08,2.2,28.16
South,Maize,727.05,16.03,38.91,5.38,69.82,8.49,0.73,13.04
Central,Rice,972.62,23.14,41.96,6.26,252.73,4.0,13.61,24.83
East,Cotton,998.84,29.17,66.51,4.6,197.87,6.6,9.92,23.49
Central,Maize,1246.72,28.46,36.87,6.02,268.1,6.77,2.42,32.64
East,Maize,1736.13,38.92,53.16,6.67,104.47,6.03,5.39,33.08
East,Rice,1560.92,35.32,48.78,6.07,198.38,4.95,10.12,33.03
South,Maize,728.66,38.93,56.68,4.53,58.42,1.35,4.53,23.45
West,Sugarcane,1540.38,23.97,54.03,7.68,189.68,7.29,18.31,21.88
North,Rice,601.69,27.68,82.08,8.37,88.27,3.74,11.58,18.92
South,Sugarcane,706.85,30.91,60.32,8.38,180.23,5.16,4.33,18.14
South,Rice,1030.02,35.8,47.63,5.75,208.27,8.93,15.08,31.6
West,Sugarcane,951.67,15.8,64.08,4.91,291.2,7.84,13.99,16.25
North,Rice,1791.63,29.21,79.6,4.53,280.54,8.69,15.69,27.11
Central,Cotton,1995.21,28.52,64.87,5.44,94.05,6.09,4.61,27.06
Central,Rice,724.96,21.24,78.18,4.55,68.43,3.8,17.19,20.14
South,Cotton,1451.88,17.57,52.63,8.36,184.93,6.28,5.59,19.62
North,Wheat,1331.91,24.61,61.79,8.29,72.54,3.04,4.09,20.83
South,Wheat,1630.9,34.71,84.66,7.66,110.45,2.37,10.06,28.14
East,Rice,1519.49,31.85,89.36,8.45,90.35,9.32,17.67,26.27
South,Cotton,840.79,18.68,67.63,7.04,189.35,9.53,8.8,21.09
South,Cotton,1745.24,25.34,44.71,5.03,77.25,3.04,5.97,18.22
Central,Maize,1166.15,19.56,34.52,7.75,292.35,2.35,0.69,23.03
Central,Maize,1892.71,17.36,50.7,7.2,78.99,4.56,3.56,24.64
Central,Sugarcane,1296.5,20.08,56.97,6.48,274.86,2.6,1.47,23.45
East,Maize,865.3,33.28,43.71,5.15,283.43,8.17,17.2,27.2
Central,Rice,1833.9,30.33,55.07,6.51,291.4,7.77,15.72,32.15
North,Maize,1722.01,18.28,38.65,4.88,173.01,9.01,7.3,28.7
West,Maize,1915.1,33.69,42.03,5.15,227.22,9.74,10.36,31.81
North,Rice,1829.66,29.9,83.76,5.32,105.22,3.22,6.06,34.57
North,Rice,792.32,33.89,88.74,5.53,90.39,5.21,19.22,19.25
Central,Sugarcane,1704.49,20.01,77.54,7.48,69.28,8.42,12.56,20.37
West,Cotton,1350.7,19.29,39.52,5.13,277.2,2.63,11.03,25.41
West,Maize,1045.31,26.76,70.66,6.13,112.25,6.51,11.57,23.29
West,Wheat,412.21,16.33,89.85,5.15,235.12,8.62,10.59,18.79
East,Cotton,1516.19,32.44,47.14,7.41,192.02,2.05,2.17,29.04
Central,Rice,1766.22,30.21,40.12,7.67,90.58,9.73,3.18,19.87
West,Maize,1366.67,20.25,54.47,6.39,194.57,3.11,3.06,26.16
East,Sugarcane,897.15,35.33,67.1,8.02,279.45,9.66,12.21,26.72
South,Wheat,492.22,29.96,48.78,7.75,169.48,7.71,11.92,24.56
South,Cotton,1454.36,19.18,31.2,6.65,142.65,7.74,13.65,20.04
East,Maize,1045.96,26.7,84.0,5.29,76.45,2.48,12.86,14.91
East,Rice,1194.97,29.89,80.16,4.61,144.45,5.57,19.8,25.46
Central,Cotton,1302.86,30.36,50.47,7.63,282.41,9.23,5.26,30.15
Central,Wheat,1629.71,21.13,83.16,6.23,108.86,3.91,10.41,26.52
South,Rice,1258.86,23.41,69.67,6.24,288.72,6.28,19.94,29.37
West,Wheat,1241.6,17.39,42.56,6.96,137.79,9.38,12.96,16.07
South,Maize,1170.02,23.63,42.11,7.7,143.88,4.34,2.07,25.14
West,Cotton,1084.25,23.99,62.53,5.62,192.18,6.15,16.69,25.01
West,Sugarcane,1396.82,25.1,51.49,5.99,251.73,2.95,4.66,21.56
Central,Maize,439.04,17.19,64.31,8.02,284.5,6.39,17.3,18.27
North,Maize,1557.14,34.76,40.69,4.71,165.95,2.94,13.72,35.13
North,Sugarcane,903.47,26.65,83.67,7.94,70.28,9.51,3.5,19.44
East,Sugarcane,996.22,27.12,41.42,6.6,170.29,3.45,13.64,25.65
Central,Rice,1382.75,18.89,82.16,7.42,197.7,9.7,15.93,21.94
West,Wheat,795.8,39.18,88.53,8.15,114.64,3.23,9.43,25.93
North,Maize,1454.04,20.1,37.24,8.24,232.29,4.19,13.91,28.8
West,Rice,604.3,19.27,34.59,7.6,199.66,1.34,1.86,16.77
North,Rice,1439.16,36.61,69.07,5.79,94.54,3.2,16.41,30.36
North,Maize,1547.59,37.53,40.74,7.84,146.9,7.69,3.85,28.14
North,Wheat,1519.28,19.49,69.18,6.6,186.78,7.8,14.82,20.89
Central,Sugarcane,1638.68,34.87,70.03,6.24,79.11,3.62,1.54,26.86
South,Maize,1227.01,15.95,44.13,4.68,97.17,2.2,14.43,19.19
West,Wheat,1783.63,26.12,80.78,6.83,61.79,5.42,17.94,25.44
Central,Sugarcane,773.68,15.61,69.34,6.58,248.87,7.12,16.28,15.32
Central,Cotton,1013.35,23.17,41.39,5.57,240.87,4.57,9.01,28.94
Central,Maize,1930.41,38.22,49.17,4.96,243.78,5.71,12.29,35.35
Central,Maize,1662.3,27.5,58.96,6.05,224.9,9.68,5.69,26.63
Central,Wheat,1588.2,16.66,60.53,6.18,230.14,1.35,7.11,18.5
East,Rice,1537.94,26.55,72.5,8.29,220.2,2.43,4.62,23.39
West,Rice,576.78,17.34,67.15,7.44,299.53,6.77,13.38,23.05
Central,Wheat,1921.02,38.51,70.68,8.38,223.56,4.75,18.46,33.64
West,Maize,867.98,15.67,62.2,5.84,232.39,9.54,1.87,23.35
East,Maize,631.0,29.24,38.3,8.24,77.05,8.28,19.5,21.78
East,Maize,429.8,17.04,69.68,8.45,192.52,2.47,14.95,12.2
West,Cotton,1018.81,23.4,58.34,8.38,59.57,9.46,17.18,12.55
North,Rice,1476.17,33.13,53.67,5.3,197.6,1.31,2.76,33.4
South,Cotton,1026.86,30.23,72.78,5.6,192.07,2.16,18.21,24.66
North,Maize,1693.99,22.81,53.28,7.87,146.26,8.84,6.66,27.73
North,Rice,690.51,17.03,77.72,7.21,83.73,4.19,16.7,19.8
North,Maize,671.56,38.15,71.52,8.44,51.78,5.59,4.47,24.59
Central,Maize,826.13,30.03,34.98,8.49,66.74,8.03,3.86,23.32
East,Wheat,486.84,37.57,75.92,7.45,93.28,7.88,18.82,24.51
North,Rice,1742.49,33.17,72.69,5.62,151.67,6.14,13.99,29.14
East,Maize,615.92,25.0,46.87,5.61,162.38,7.86,1.47,19.34
West,Sugarcane,1008.09,37.81,86.96,5.13,57.6,7.53,6.59,29.65
South,Sugarcane,1140.76,17.21,51.02,4.78,234.12,8.07,8.41,23.38
West,Maize,775.84,19.87,30.5,7.53,118.44,6.53,9.73,20.23
West,Wheat,1815.31,31.54,47.77,6.36,77.87,6.82,3.77,28.81
Central,Maize,1577.21,38.49,62.71,7.56,202.85,8.26,1.14,30.99
South,Sugarcane,445.03,35.74,72.15,8.4,193.27,4.63,11.52,32.25
West,Rice,1101.85,23.59,42.28,5.98,213.61,1.76,15.83,21.94
West,Wheat,620.44,17.28,39.29,5.74,116.76,8.24,1.39,19.49
South,Maize,1422.32,25.29,76.08,7.42,146.41,7.28,18.5,26.53
South,Sugarcane,1189.22,35.43,71.76,8.05,227.8,5.85,13.46,31.52
West,Rice,1693.62,34.64,88.15,6.17,74.51,3.89,10.63,26.66
South,Sugarcane,1494.63,16.16,77.74,8.0,251.8,7.44,0.53,23.61
West,Wheat,1709.65,25.77,41.5,4.72,245.14,5.32,10.62,24.72
West,Cotton,1802.13,25.16,67.26,6.38,186.38,3.03,16.47,29.82
Central,Maize,689.02,22.02,59.52,6.72,163.34,9.8,15.07,18.89
North,Rice,1333.69,17.56,59.21,6.41,142.03,8.12,9.02,22.57
West,Wheat,654.7,28.26,63.85,8.23,297.98,3.27,19.76,24.73
East,Wheat,789.36,27.23,34.59,8.26,120.99,4.52,12.03,23.94
North,Cotton,763.9,30.07,64.89,8.09,103.07,9.92,18.46,14.29
North,Cotton,964.97,30.01,58.09,6.72,265.14,5.52,15.44,26.35
North,Maize,1660.59,20.33,53.89,6.38,241.5,6.33,7.63,23.65
Central,Maize,907.79,31.11,48.08,6.63,243.0,8.18,18.87,24.42
West,Wheat,1592.18,31.61,48.27,4.57,151.65,1.55,15.13,28.9
Central,Maize,401.3,34.69,51.1,6.59,102.5,9.65,1.58,23.47
West,Maize,1325.79,32.17,58.16,5.91,123.35,5.01,18.92,32.12
Central,Cotton,849.92,29.04,68.37,7.0,184.84,4.77,12.72,21.7
Central,Wheat,1587.01,26.95,68.91,7.89,78.12,6.47,17.36,17.24
East,Sugarcane,1985.76,24.94,49.4,7.09,83.58,6.13,6.13,17.81
Central,Sugarcane,1251.66,39.73,46.77,5.92,86.13,4.73,3.55,33.0
South,Rice,1252.68,19.11,35.56,7.33,74.61,8.88,6.39,19.48
East,Cotton,1959.07,36.46,51.17,4.61,223.38,9.83,13.56,31.33
Central,Rice,974.77,28.06,63.81,6.03,235.74,4.56,6.48,25.69
North,Wheat,1034.06,36.81,53.44,7.14,136.19,9.03,4.39,30.83
South,Sugarcane,1514.59,20.54,64.76,5.21,87.97,2.85,15.88,22.74
South,Sugarcane,1189.13,39.62,81.57,5.35,152.14,5.81,15.58,29.99
South,Sugarcane,1630.21,24.77,89.72,8.43,57.38,5.42,17.01,20.38
East,Rice,1058.18,26.58,64.37,5.17,94.01,1.97,6.01,27.43
Central,Maize,1502.26,38.27,66.23,5.54,155.39,4.66,0.97,34.17
Central,Rice,1632.19,35.07,66.64,7.15,77.55,8.71,19.18,25.36
North,Sugarcane,1428.52,37.52,61.08,6.88,179.03,5.42,3.66,38.43
North,Cotton,723.5,36.99,32.68,7.22,139.74,8.08,13.62,29.91
South,Cotton,1225.98,29.39,48.37,5.89,277.27,9.79,12.82,31.71
North,Rice,1946.36,19.65,89.78,7.92,287.6,5.75,5.99,28.6
East,Rice,566.8,28.82,66.42,6.62,177.86,6.27,14.42,21.74
Central,Wheat,1528.3,39.92,38.03,8.16,52.41,7.75,8.1,30.74
South,Rice,1660.99,31.16,63.18,6.51,216.92,8.57,8.66,30.26
North,Rice,1480.04,39.28,47.87,7.16,208.97,3.59,4.31,32.62
East,Sugarcane,580.19,35.23,73.45,7.88,182.74,5.22,9.45,26.68
East,Maize,519.65,38.31,86.83,6.79,54.72,2.75,4.42,24.92
North,Sugarcane,1210.73,16.15,71.18,7.15,156.56,5.18,3.27,21.79
Central,Maize,913.61,33.32,61.45,6.69,197.19,1.62,4.0,27.89
North,Sugarcane,1024.82,25.33,84.23,5.69,241.6,4.74,8.27,26.77
South,Sugarcane,836.5,31.41,54.48,5.07,231.66,1.66,10.43,32.68
North,Wheat,1711.49,28.99,78.98,5.47,220.66,4.8,3.76,29.76
East,Maize,1760.07,27.78,79.1,6.7,157.3,3.93,7.69,35.1
North,Sugarcane,426.11,32.26,31.41,6.27,149.54,5.07,12.18,23.72
Central,Sugarcane,1701.31,38.61,50.64,8.25,249.78,4.49,13.75,41.17
West,Maize,1477.37,29.61,67.46,6.17,287.03,4.96,10.69,30.69
North,Wheat,1127.02,31.0,56.89,7.35,231.72,2.07,18.93,32.49
Central,Maize,532.4,19.08,85.65,7.72,266.31,1.06,8.46,25.91
Central,Wheat,1469.9,28.05,70.94,7.21,119.53,7.77,14.27,27.62
East,Wheat,821.39,37.37,36.89,4.92,295.03,5.83,0.91,32.53
Central,Cotton,1279.48,24.64,83.43,6.95,202.35,9.82,4.99,25.72
Central,Wheat,754.83,18.38,32.34,6.19,249.72,8.62,14.1,20.87
Central,Cotton,1804.56,15.12,73.42,5.84,94.83,7.1,9.6,21.67
Central,Rice,958.61,24.09,32.58,6.68,296.78,7.99,18.04,33.15
South,Wheat,1498.72,38.91,87.39,5.28,217.5,7.7,10.11,37.32
South,Maize,1189.64,36.53,67.19,4.86,290.86,9.87,1.23,37.57
East,Cotton,1862.94,39.16,75.73,4.68,190.06,8.11,17.79,31.18
North,Rice,764.64,17.29,78.73,4.71,160.32,9.41,1.67,18.03
Central,Rice,1928.49,20.27,72.27,8.41,264.19,8.76,17.05,24.03
North,Wheat,1603.74,28.16,75.43,6.66,281.16,8.83,10.01,31.51
North,Maize,1521.68,37.26,79.69,8.49,220.18,7.89,13.46,33.81
East,Wheat,1744.93,22.21,43.24,4.75,197.08,4.06,7.27,16.23
Central,Sugarcane,1442.68,22.14,79.68,7.7,85.14,2.23,3.72,15.29
Central,Rice,576.27,36.4,58.39,7.2,91.7,6.32,11.29,31.11
West,Sugarcane,1517.48,17.22,39.75,8.37,213.77,3.69,12.41,21.82
North,Sugarcane,1100.35,36.07,66.73,6.73,294.47,4.26,19.92,25.72
North,Cotton,1285.61,29.94,34.98,7.53,198.08,5.62,11.66,27.0
